created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,cleaned_text,tokens,normalisasi,Stopwords,Stemmer,label,sentiment,score,label_manual
Sun Aug 27 17:57:46 +0000 2023,1.70E+18,"lena sehariÂ², sakitpun tetep main cocoki, makanya tambah stress kuliatÂ²",0,0,0,1,in,1.08E+18,1.70E+18,oOacatalepsy,https://twitter.com/oOacatalepsy/status/1695858153957761264,lena sehari sakitpun tetep main cocoki makanya tambah stress kuliat,"['lena', 'sehari', 'sakitpun', 'tetep', 'main', 'cocoki', 'makanya', 'tambah', 'stress', 'kuliat']","['lena', 'sehari', 'sakitpun', 'tetep', 'main', 'cocoki', 'makanya', 'tambah', 'stress', 'kuliat']","['lena', 'sehari', 'sakitpun', 'tetep', 'main', 'cocoki', 'stress', 'kuliat']",lena hari sakit tetep main cocok stress liat,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9812055826187134}",0.981205583,NEGATIVE
Sun Aug 27 17:57:23 +0000 2023,1.70E+18,@AlmatiarAU Bisa bgt sih aku bayangin Sheila main sopi cocoki sebelahan sm Sena. Pas kalah Senanya dipukulin. Giliran ditanya kenapa Sheila nya sewot ðŸ¤£,1,0,0,1,in,1.29E+18,1.70E+18,tinyfairies9395,https://twitter.com/tinyfairies9395/status/1695858059619574041,bisa bgt sih aku bayangin sheila main sopi cocoki sebelahan sm sena pas kalah senanya dipukulin giliran ditanya kenapa sheila nya sewot,"['bisa', 'bgt', 'sih', 'aku', 'bayangin', 'sheila', 'main', 'sopi', 'cocoki', 'sebelahan', 'sm', 'sena', 'pas', 'kalah', 'senanya', 'dipukulin', 'giliran', 'ditanya', 'kenapa', 'sheila', 'nya', 'sewot']","['bisa', 'banget', 'sih', 'saya', 'bayangin', 'sheila', 'main', 'shopee', 'cocoki', 'sebelahan', 'sama', 'sena', 'pas', 'kalah', 'senanya', 'dipukulin', 'giliran', 'ditanya', 'kenapa', 'sheila', 'nya', 'sewot']","['banget', 'sih', 'bayangin', 'sheila', 'main', 'shopee', 'cocoki', 'sebelahan', 'sena', 'pas', 'kalah', 'senanya', 'dipukulin', 'giliran', 'sheila', 'sewot']",banget sih bayangin sheila main shopee cocok belah sena pas kalah sena dipukulin gilir sheila sewot,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9905726313591003}",0.990572631,NEGATIVE
Sun Aug 27 17:55:19 +0000 2023,1.70E+18,ni emang gabisa search yaa? pdhl mau nyari tips en trik main cocokiðŸ˜”,0,0,0,0,in,1.10E+18,1.70E+18,namirawrrrn,https://twitter.com/namirawrrrn/status/1695857539207086255,ni emang gabisa search yaa pdhl mau nyari tips en trik main cocoki,"['ni', 'emang', 'gabisa', 'search', 'yaa', 'pdhl', 'mau', 'nyari', 'tips', 'en', 'trik', 'main', 'cocoki']","['ini', 'emang', 'gabisa', 'search', 'yaa', 'pdhl', 'mau', 'nyari', 'tips', 'en', 'trik', 'main', 'cocoki']","['emang', 'gabisa', 'search', 'yaa', 'pdhl', 'nyari', 'tips', 'en', 'trik', 'main', 'cocoki']",emang gabisa search yaa pdhl nyari tips en trik main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9935042262077332}",0.993504226,NETRAL
Sun Aug 27 17:54:21 +0000 2023,1.70E+18,HAHAHAHA AKHIRNYA GUA MENANG YA BANGSATTTTTT BERHARI2 GAPERNAH MENANG COCOKI ASUUU https://t.co/hs1bxmR4iN,0,1,0,0,in,1.09E+18,1.70E+18,noworhaenaforyu,https://twitter.com/noworhaenaforyu/status/1695857297799717329,hahahaha akhirnya gua menang ya bangsatttttt berhari2 gapernah menang cocoki asuuu,"['hahahaha', 'akhirnya', 'gua', 'menang', 'ya', 'bangsatttttt', 'berhari2', 'gapernah', 'menang', 'cocoki', 'asuuu']","['hahahaha', 'akhirnya', 'gua', 'menang', 'ya', 'bangsatttttt', 'berhari2', 'gapernah', 'menang', 'cocoki', 'anjing']","['hahahaha', 'gua', 'menang', 'ya', 'bangsatttttt', 'berhari2', 'gapernah', 'menang', 'cocoki', 'anjing']",hahahaha gua menang ya bangsatttttt berhari2 gapernah menang cocok anjing,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9889976382255554}",0.988997638,POSITIVE
Sun Aug 27 17:51:02 +0000 2023,1.70E+18,agak gila baru pertama kali nyoba gim cocoki sampe ketagihan n frustrasi (udh gila sih),0,1,0,0,in,1.30E+18,1.70E+18,cheesyea,https://twitter.com/cheesyea/status/1695856459178004606,agak gila baru pertama kali nyoba gim cocoki sampe ketagihan frustrasi udh gila sih,"['agak', 'gila', 'baru', 'pertama', 'kali', 'nyoba', 'gim', 'cocoki', 'sampe', 'ketagihan', 'frustrasi', 'udh', 'gila', 'sih']","['agak', 'gila', 'baru', 'pertama', 'kali', 'nyoba', 'game', 'cocoki', 'sampe', 'ketagihan', 'frustrasi', 'sudah', 'gila', 'sih']","['gila', 'kali', 'nyoba', 'game', 'cocoki', 'sampe', 'ketagihan', 'frustrasi', 'gila', 'sih']",gila kali nyoba game cocok sampe tagih frustrasi gila sih,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9897673726081848}",0.989767373,NEGATIVE
Sun Aug 27 17:49:17 +0000 2023,1.70E+18,"@convomfs Persis cocoki tapi lebih ramah. Sebelum shopee punya cocoki, w dah maen ini duluan (tapi historynya sering dihapus jd permainannya ga kesimpen, pdhl udah level jauh). Ada di https://t.co/AXR8M5Flq0 https://t.co/U2pF11HrEu",0,1,0,1,in,3112049371,1.70E+18,shxnybulbasawr,https://twitter.com/shxnybulbasawr/status/1695856019434618957,persis cocoki tapi lebih ramah sebelum shopee punya cocoki dah maen ini duluan tapi historynya sering dihapus jd permainannya ga kesimpen pdhl udah level jauh ada di,"['persis', 'cocoki', 'tapi', 'lebih', 'ramah', 'sebelum', 'shopee', 'punya', 'cocoki', 'dah', 'maen', 'ini', 'duluan', 'tapi', 'historynya', 'sering', 'dihapus', 'jd', 'permainannya', 'ga', 'kesimpen', 'pdhl', 'udah', 'level', 'jauh', 'ada', 'di']","['persis', 'cocoki', 'tetapi', 'lebih', 'ramah', 'sebelum', 'shopee', 'punya', 'cocoki', 'sudah', 'main', 'ini', 'duluan', 'tetapi', 'historynya', 'sering', 'dihapus', 'jadi', 'permainannya', 'tidak', 'kesimpen', 'pdhl', 'sudah', 'level', 'jauh', 'ada', 'di']","['persis', 'cocoki', 'ramah', 'shopee', 'cocoki', 'main', 'duluan', 'historynya', 'dihapus', 'permainannya', 'kesimpen', 'pdhl', 'level']",persis cocok ramah shopee cocok main duluan historynya hapus main kesimpen pdhl level,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9933298230171204}",0.993329823,POSITIVE
Sun Aug 27 17:48:52 +0000 2023,1.70E+18,@avadakiravra aku pernah lho ngga tidur ngampus perkara COCOKI DAN KALAH,0,1,0,0,in,1892814882,1.70E+18,mournfuel,https://twitter.com/mournfuel/status/1695855914358808822,aku pernah lho ngga tidur ngampus perkara cocoki dan kalah,"['aku', 'pernah', 'lho', 'ngga', 'tidur', 'ngampus', 'perkara', 'cocoki', 'dan', 'kalah']","['saya', 'pernah', 'loh', 'tidak', 'tidur', 'ngampus', 'perkara', 'cocoki', 'dan', 'kalah']","['loh', 'tidur', 'ngampus', 'perkara', 'cocoki', 'kalah']",loh tidur ngampus perkara cocok kalah,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.6734209656715393}",0.673420966,NEGATIVE
Sun Aug 27 17:47:37 +0000 2023,1.70E+18,@KAWANUPIZ btw maap gue baru cek ggr abis ketagihan maen cocokiðŸ˜­ðŸ˜­ðŸ˜­,0,0,0,0,in,1.30E+18,1.70E+18,cheesyea,https://twitter.com/cheesyea/status/1695855599907684584,btw maap gue baru cek ggr abis ketagihan maen cocoki,"['btw', 'maap', 'gue', 'baru', 'cek', 'ggr', 'abis', 'ketagihan', 'maen', 'cocoki']","['btw', 'maaf', 'saya', 'baru', 'cek', 'karena', 'abis', 'ketagihan', 'main', 'cocoki']","['btw', 'maaf', 'cek', 'abis', 'ketagihan', 'main', 'cocoki']",btw maaf cek abis tagih main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9850596189498901}",0.985059619,NETRAL
Sun Aug 27 17:45:53 +0000 2023,1.70E+18,akhirnyaaa cocoki hari ini masuk 500 besarrrr yepipipi https://t.co/VLskv75mkS,0,0,0,0,in,1.48E+18,1.70E+18,404tfu,https://twitter.com/404tfu/status/1695855164241170775,akhirnyaaa cocoki hari ini masuk 500 besarrrr yepipipi,"['akhirnyaaa', 'cocoki', 'hari', 'ini', 'masuk', '500', 'besarrrr', 'yepipipi']","['akhirnyaaa', 'cocoki', 'hari', 'ini', 'masuk', '500', 'besarrrr', 'yepipipi']","['akhirnyaaa', 'cocoki', 'masuk', '500', 'besarrrr', 'yepipipi']",akhirnyaaa cocok masuk 500 besarrrr yepipipi,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9882155656814575}",0.988215566,POSITIVE
Sun Aug 27 17:45:48 +0000 2023,1.70E+18,"Enough shopee cocoki for today. Menang kagak, stres iya â˜ºï¸",0,0,0,1,in,1.59E+18,1.70E+18,eggieee___,https://twitter.com/eggieee___/status/1695855144024588783,enough shopee cocoki for today menang kagak stres iya,"['enough', 'shopee', 'cocoki', 'for', 'today', 'menang', 'kagak', 'stres', 'iya']","['enough', 'shopee', 'cocoki', 'for', 'today', 'menang', 'kagak', 'stres', 'iya']","['enough', 'shopee', 'cocoki', 'for', 'today', 'menang', 'kagak', 'stres', 'iya']",enough shopee cocok for today menang kagak stres iya,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9813557267189026}",0.981355727,NETRAL
Sun Aug 27 17:45:02 +0000 2023,1.70E+18,Bermain cocoki ditemani ayang wkwk https://t.co/KAZ9lxjOj5,0,0,0,0,in,1.23E+18,1.70E+18,Peachmatchalava,https://twitter.com/Peachmatchalava/status/1695854951908712532,bermain cocoki ditemani ayang wkwk,"['bermain', 'cocoki', 'ditemani', 'ayang', 'wkwk']","['bermain', 'cocoki', 'ditemani', 'ayang', 'wkwk']","['bermain', 'cocoki', 'ditemani', 'ayang']",main cocok tani ayang,POSITIVE,"{'label': 'POSITIVE', 'score': 0.7298895716667175}",0.729889572,NETRAL
Sun Aug 27 17:41:33 +0000 2023,1.70E+18,@tanyakanrl main  sopi cocoki dl baru tidur,0,0,0,0,in,1.30E+18,1.70E+18,lucintalita,https://twitter.com/lucintalita/status/1695854075508867392,main sopi cocoki dl baru tidur,"['main', 'sopi', 'cocoki', 'dl', 'baru', 'tidur']","['main', 'shopee', 'cocoki', 'dl', 'baru', 'tidur']","['main', 'shopee', 'cocoki', 'dl', 'tidur']",main shopee cocok dl tidur,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9772055745124817}",0.977205575,NETRAL
Sun Aug 27 17:44:23 +0000 2023,1.70E+18,Fck cocokiðŸ˜­,0,0,0,0,en,1.42E+18,1.70E+18,chronosdie,https://twitter.com/chronosdie/status/1695854789094260940,fck cocoki,"['fck', 'cocoki']","['fuck', 'cocoki']","['fuck', 'cocoki']",fuck cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9909076690673828}",0.990907669,NEGATIVE
Sun Aug 27 17:41:17 +0000 2023,1.70E+18,dah lama ngga cocoki,0,0,0,0,in,1103624664,1.70E+18,riznifajrin,https://twitter.com/riznifajrin/status/1695854008811057569,dah lama ngga cocoki,"['dah', 'lama', 'ngga', 'cocoki']","['sudah', 'lama', 'tidak', 'cocoki']",['cocoki'],cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8596155047416687}",0.859615505,NETRAL
Sun Aug 27 17:41:09 +0000 2023,1.70E+18,kagettt main cocoki menangðŸ˜­ðŸ˜­ https://t.co/xfk0VFmIK6,0,2,0,0,in,1.14E+18,1.70E+18,hwanipie,https://twitter.com/hwanipie/status/1695853975214653533,kagettt main cocoki menang,"['kagettt', 'main', 'cocoki', 'menang']","['kaget', 'main', 'cocoki', 'menang']","['kaget', 'main', 'cocoki', 'menang']",kaget main cocok menang,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8868464827537537}",0.886846483,POSITIVE
Sun Aug 27 17:40:22 +0000 2023,1.70E+18,Tiap main cocoki dosa gua nambah keknyaâ˜ºï¸ðŸ‘,0,0,0,0,in,808631226,1.70E+18,naufaliazn,https://twitter.com/naufaliazn/status/1695853776278864252,tiap main cocoki dosa gua nambah keknya,"['tiap', 'main', 'cocoki', 'dosa', 'gua', 'nambah', 'keknya']","['setiap', 'main', 'cocoki', 'dosa', 'gua', 'tambah', 'keknya']","['main', 'cocoki', 'dosa', 'gua', 'keknya']",main cocok dosa gua kek,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.991101861000061}",0.991101861,NEGATIVE
Sun Aug 27 17:39:05 +0000 2023,1.70E+18,aih sedih bgt men harusnya skrg gw lagi sing along ballroom extravaganza bareng ian &amp  dreamers tapi gue malah main COCOKI https://t.co/zFJVkLZFDR,0,0,0,0,in,1.36E+18,1.70E+18,pyeonqi,https://twitter.com/pyeonqi/status/1695853452344340511,aih sedih bgt men harusnya skrg gw lagi sing along ballroom extravaganza bareng ian amp dreamers tapi gue malah main cocoki,"['aih', 'sedih', 'bgt', 'men', 'harusnya', 'skrg', 'gw', 'lagi', 'sing', 'along', 'ballroom', 'extravaganza', 'bareng', 'ian', 'amp', 'dreamers', 'tapi', 'gue', 'malah', 'main', 'cocoki']","['aih', 'sedih', 'banget', 'men', 'harusnya', 'sekarang', 'gw', 'lagi', 'sing', 'along', 'ballroom', 'extravaganza', 'bareng', 'ian', 'amp', 'dreamers', 'tetapi', 'saya', 'malah', 'main', 'cocoki']","['aih', 'sedih', 'banget', 'men', 'gw', 'sing', 'along', 'ballroom', 'extravaganza', 'bareng', 'ian', 'amp', 'dreamers', 'main', 'cocoki']",aih sedih banget men gw sing along ballroom extravaganza bareng ian amp dreamers main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9026067852973938}",0.902606785,NETRAL
Sun Aug 27 17:37:20 +0000 2023,1.70E+18,@ReaderSoobin Segitu aja usaha lu bang? Gue jatuh 200x main cocoki tapi masih tegar.,0,0,0,0,in,8.94E+17,1.70E+18,iScentYeonjun,https://twitter.com/iScentYeonjun/status/1695853015314624609,segitu aja usaha lu bang gue jatuh 200x main cocoki tapi masih tegar,"['segitu', 'aja', 'usaha', 'lu', 'bang', 'gue', 'jatuh', '200x', 'main', 'cocoki', 'tapi', 'masih', 'tegar']","['segitu', 'saja', 'usaha', 'lu', 'bang', 'saya', 'jatuh', '200x', 'main', 'cocoki', 'tetapi', 'masih', 'tegar']","['segitu', 'usaha', 'lu', 'bang', 'jatuh', '200x', 'main', 'cocoki', 'tegar']",segitu usaha lu bang jatuh 200x main cocok tegar,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9744925498962402}",0.97449255,NETRAL
Sun Aug 27 17:37:07 +0000 2023,1.70E+18,"@SaurusSleepy semangat ibun, tolong cocoki kerjasamanya",0,1,0,1,in,1.51E+18,1.70E+18,usnkari,https://twitter.com/usnkari/status/1695852959366807847,semangat ibun tolong cocoki kerjasamanya,"['semangat', 'ibun', 'tolong', 'cocoki', 'kerjasamanya']","['semangat', 'ibun', 'tolong', 'cocoki', 'kerjasamanya']","['semangat', 'ibun', 'tolong', 'cocoki', 'kerjasamanya']",semangat ibun tolong cocok kerjasamanya,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.6420086026191711}",0.642008603,NETRAL
Sun Aug 27 17:36:58 +0000 2023,1.70E+18,@honeysze harus ikut seminar sukses memenangi cocoki,0,0,0,0,in,1.37E+18,1.70E+18,iyetaulujago,https://twitter.com/iyetaulujago/status/1695852919256764744,harus ikut seminar sukses memenangi cocoki,"['harus', 'ikut', 'seminar', 'sukses', 'memenangi', 'cocoki']","['harus', 'ikut', 'seminar', 'sukses', 'memenangi', 'cocoki']","['seminar', 'sukses', 'memenangi', 'cocoki']",seminar sukses tang cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8785225749015808}",0.878522575,NETRAL
Sun Aug 27 17:36:45 +0000 2023,1.70E+18,@aldapstsr shopee cocoki kenapa enggak keluar pas pandemi kmrn sih ðŸ˜­,0,0,0,1,in,1.28E+18,1.70E+18,koganenohikari,https://twitter.com/koganenohikari/status/1695852868228821378,shopee cocoki kenapa enggak keluar pas pandemi kmrn sih,"['shopee', 'cocoki', 'kenapa', 'enggak', 'keluar', 'pas', 'pandemi', 'kmrn', 'sih']","['shopee', 'cocoki', 'kenapa', 'tidak', 'keluar', 'pas', 'pandemi', 'kemarin', 'sih']","['shopee', 'cocoki', 'pas', 'pandemi', 'kemarin', 'sih']",shopee cocok pas pandemi kemarin sih,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9512751698493958}",0.95127517,NETRAL
Sun Aug 27 17:35:40 +0000 2023,1.70E+18,@ReaderJooyeon Konsepnya jadikan cocoki untuk motivasi buat jalanin hari. Emang gaboleh gue punya cita-cita? ðŸ¥º,0,0,0,0,in,8.94E+17,1.70E+18,iScentYeonjun,https://twitter.com/iScentYeonjun/status/1695852593845866561,konsepnya jadikan cocoki untuk motivasi buat jalanin hari emang gaboleh gue punya citacita,"['konsepnya', 'jadikan', 'cocoki', 'untuk', 'motivasi', 'buat', 'jalanin', 'hari', 'emang', 'gaboleh', 'gue', 'punya', 'citacita']","['konsepnya', 'jadikan', 'cocoki', 'untuk', 'motivasi', 'buat', 'jalanin', 'hari', 'emang', 'gaboleh', 'saya', 'punya', 'citacita']","['konsepnya', 'jadikan', 'cocoki', 'motivasi', 'jalanin', 'emang', 'gaboleh', 'citacita']",konsep jadi cocok motivasi jalanin emang gaboleh citacita,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9761797189712524}",0.976179719,NETRAL
Sun Aug 27 17:35:03 +0000 2023,1.70E+18,Info joki cocoki,0,2,0,0,in,1.06E+18,1.70E+18,cardhaqu_,https://twitter.com/cardhaqu_/status/1695852437582885222,info joki cocoki,"['info', 'joki', 'cocoki']","['info', 'joki', 'cocoki']","['info', 'joki', 'cocoki']",info joki cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8724890351295471}",0.872489035,NETRAL
Sun Aug 27 17:32:26 +0000 2023,1.70E+18,@sugarge_ mangkanya stop main cocoki,0,0,0,0,in,1.34E+18,1.70E+18,ppeaacchy,https://twitter.com/ppeaacchy/status/1695851778762481804,mangkanya stop main cocoki,"['mangkanya', 'stop', 'main', 'cocoki']","['mangkanya', 'stop', 'main', 'cocoki']","['mangkanya', 'stop', 'main', 'cocoki']",mangkanya stop main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9736383557319641}",0.973638356,NEGATIVE
Sun Aug 27 17:30:56 +0000 2023,1.70E+18,"ini gara gara cocoki ya allah, aku jadi belum tidur",0,0,0,0,in,1.34E+18,1.70E+18,ppeaacchy,https://twitter.com/ppeaacchy/status/1695851403359772752,ini gara gara cocoki ya allah aku jadi belum tidur,"['ini', 'gara', 'gara', 'cocoki', 'ya', 'allah', 'aku', 'jadi', 'belum', 'tidur']","['ini', 'gara', 'gara', 'cocoki', 'ya', 'allah', 'saya', 'jadi', 'belum', 'tidur']","['gara', 'gara', 'cocoki', 'ya', 'allah', 'tidur']",gara gara cocok ya allah tidur,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9734548330307007}",0.973454833,NEGATIVE
Sun Aug 27 17:30:13 +0000 2023,1.70E+18,@discountfess Kok bisa si anjrit menang main cocoki,0,0,0,0,in,1.23E+18,1.70E+18,cifaagr,https://twitter.com/cifaagr/status/1695851222895673423,kok bisa si anjrit menang main cocoki,"['kok', 'bisa', 'si', 'anjrit', 'menang', 'main', 'cocoki']","['kok', 'bisa', 'si', 'anjrit', 'menang', 'main', 'cocoki']","['si', 'anjrit', 'menang', 'main', 'cocoki']",si anjrit menang main cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.7549062967300415}",0.754906297,POSITIVE
Sun Aug 27 17:21:12 +0000 2023,1.69585E+18,Info palung cocoki hr ini dong,0,0,0,0,in,1.61358E+18,1.69585E+18,ryliana_,https://twitter.com/ryliana_/status/1695848953756160432,info palung cocoki hr ini dong,"['info', 'palung', 'cocoki', 'hr', 'ini', 'dong']","['info', 'palung', 'cocoki', 'hari', 'ini', 'dong']","['info', 'palung', 'cocoki']",info palung cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9640493392944336}",0.964049339,NETRAL
Sun Aug 27 17:19:31 +0000 2023,1.69585E+18,shopee cocoki gampang banget ðŸ’ðŸ»â€â™€ï¸ https://t.co/vXKob8f47P,0,3,0,0,in,149803779,1.69585E+18,halloagit,https://twitter.com/halloagit/status/1695848529972068419,shopee cocoki gampang banget,"['shopee', 'cocoki', 'gampang', 'banget']","['shopee', 'cocoki', 'gampang', 'banget']","['shopee', 'cocoki', 'gampang', 'banget']",shopee cocok gampang banget,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9890419840812683}",0.989041984,POSITIVE
Sun Aug 27 17:19:12 +0000 2023,1.69585E+18,buset baru 18 menit udah ada 59 org yg menang cocoki hari iniðŸ˜ðŸ˜ðŸ˜ðŸ˜,0,1,0,1,in,1.58456E+18,1.69585E+18,bigwindix,https://twitter.com/bigwindix/status/1695848452171899384,buset baru 18 menit udah ada 59 org yg menang cocoki hari ini,"['buset', 'baru', '18', 'menit', 'udah', 'ada', '59', 'org', 'yg', 'menang', 'cocoki', 'hari', 'ini']","['buset', 'baru', '18', 'menit', 'sudah', 'ada', '59', 'orang', 'yang', 'menang', 'cocoki', 'hari', 'ini']","['buset', '18', 'menit', '59', 'orang', 'menang', 'cocoki']",buset 18 menit 59 orang menang cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8300257325172424}",0.830025733,NETRAL
Sun Aug 27 17:17:42 +0000 2023,1.69585E+18,nyeri gerd ditambah nyeri day1 jadilah menang cocokiâ˜ºï¸ https://t.co/QwQq3hIUZ5,0,0,0,0,in,1.49578E+18,1.69585E+18,02moon12,https://twitter.com/02moon12/status/1695848072042176891,nyeri gerd ditambah nyeri day1 jadilah menang cocoki,"['nyeri', 'gerd', 'ditambah', 'nyeri', 'day1', 'jadilah', 'menang', 'cocoki']","['nyeri', 'gerd', 'ditambah', 'nyeri', 'day1', 'jadilah', 'menang', 'cocoki']","['nyeri', 'gerd', 'ditambah', 'nyeri', 'day1', 'menang', 'cocoki']",nyeri gerd tambah nyeri day1 menang cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.5606176853179932}",0.560617685,POSITIVE
Sun Aug 27 17:17:32 +0000 2023,1.69585E+18,bjirrr hri ini cocoki terez yg pernah gw mainin https://t.co/LJ223EHNRj,0,0,0,0,in,1.47402E+18,1.69585E+18,prttymfr,https://twitter.com/prttymfr/status/1695848031026032721,bjirrr hri ini cocoki terez yg pernah gw mainin,"['bjirrr', 'hri', 'ini', 'cocoki', 'terez', 'yg', 'pernah', 'gw', 'mainin']","['bjirrr', 'hri', 'ini', 'cocoki', 'terez', 'yang', 'pernah', 'gw', 'mainin']","['bjirrr', 'hri', 'cocoki', 'terez', 'gw', 'mainin']",bjirrr hri cocok terez gw mainin,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9636498093605042}",0.963649809,POSITIVE
Sun Aug 27 17:16:53 +0000 2023,1.69585E+18,mau kaij sopi cocoki dulu bru tidur dah,0,0,0,0,in,1.43664E+18,1.69585E+18,onmyrkive,https://twitter.com/onmyrkive/status/1695847867829915667,mau kaij sopi cocoki dulu bru tidur dah,"['mau', 'kaij', 'sopi', 'cocoki', 'dulu', 'bru', 'tidur', 'dah']","['mau', 'main', 'shopee', 'cocoki', 'dulu', 'bru', 'tidur', 'sudah']","['main', 'shopee', 'cocoki', 'bru', 'tidur']",main shopee cocok bru tidur,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9712147116661072}",0.971214712,NETRAL
Sun Aug 27 17:16:43 +0000 2023,1.69585E+18,Tetep kalah cocoki kmrnnn,0,0,0,0,in,1.22557E+18,1.69585E+18,eiyowin,https://twitter.com/eiyowin/status/1695847826725744839,tetep kalah cocoki kmrnnn,"['tetep', 'kalah', 'cocoki', 'kmrnnn']","['tetep', 'kalah', 'cocoki', 'kmrnnn']","['tetep', 'kalah', 'cocoki', 'kmrnnn']",tetep kalah cocok kmrnnn,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9884811639785767}",0.988481164,NEGATIVE
Sun Aug 27 17:15:04 +0000 2023,1.69585E+18,tolonggg ini main cocoki syopi syusah mampus yh,0,1,0,0,in,1.26551E+18,1.69585E+18,kkyrll,https://twitter.com/kkyrll/status/1695847409946071116,tolonggg ini main cocoki syopi syusah mampus yh,"['tolonggg', 'ini', 'main', 'cocoki', 'syopi', 'syusah', 'mampus', 'yh']","['tolonggg', 'ini', 'main', 'cocoki', 'syopi', 'syusah', 'mampus', 'yh']","['tolonggg', 'main', 'cocoki', 'syopi', 'syusah', 'mampus', 'yh']",tolonggg main cocok syopi syusah mampus yh,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9927117824554443}",0.992711782,NEGATIVE
Sun Aug 27 17:14:48 +0000 2023,1.69585E+18,kan aing jadi teu bisa maen cocoki. ilang 10rebu,0,0,0,0,in,1.0823E+18,1.69585E+18,enengkabupaten,https://twitter.com/enengkabupaten/status/1695847343537672334,kan aing jadi teu bisa maen cocoki ilang 10rebu,"['kan', 'aing', 'jadi', 'teu', 'bisa', 'maen', 'cocoki', 'ilang', '10rebu']","['kan', 'aing', 'jadi', 'teu', 'bisa', 'main', 'cocoki', 'ilang', '10rebu']","['aing', 'teu', 'main', 'cocoki', 'ilang', '10rebu']",aing teu main cocok ilang 10rebu,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.9138227701187134}",0.91382277,NETRAL
Sun Aug 27 17:13:25 +0000 2023,1.69585E+18,@sighnore &amp . Gak bermain cocoki Jun?,0,1,0,0,in,1.33912E+18,1.69584E+18,SUARATUNGGU,https://twitter.com/SUARATUNGGU/status/1695846993908858977,amp gak bermain cocoki jun,"['amp', 'gak', 'bermain', 'cocoki', 'jun']","['amp', 'tidak', 'bermain', 'cocoki', 'jun']","['amp', 'bermain', 'cocoki', 'jun']",amp main cocok jun,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8530029058456421}",0.853002906,NETRAL
Sun Aug 27 17:12:58 +0000 2023,1.69585E+18,@fauzan_azhim sekarang jamannya main shopee cocoki,0,0,0,0,in,1.2036E+18,1.69584E+18,koman_dhan,https://twitter.com/koman_dhan/status/1695846882793460059,sekarang jamannya main shopee cocoki,"['sekarang', 'jamannya', 'main', 'shopee', 'cocoki']","['sekarang', 'jamannya', 'main', 'shopee', 'cocoki']","['jamannya', 'main', 'shopee', 'cocoki']",jaman main shopee cocok,NEGATIVE,"{'label': 'NEGATIVE', 'score': 0.8878173828125}",0.887817383,NETRAL
